,Year,State,County,Office,Democratic,Republican
952,2018,VA,amelia,US Senator,1938.0,3823.0
953,2018,VA,amherst,US Senator,4541.0,7779.0
954,2018,VA,appomattox,US Senator,1828.0,4751.0
955,2018,VA,arlington,US Senator,87258.0,16495.0
956,2018,VA,augusta,US Senator,8427.0,20796.0
957,2018,VA,bath,US Senator,576.0,1142.0
958,2018,VA,bland,US Senator,504.0,1916.0
959,2018,VA,botetourt,US Senator,4543.0,10720.0
960,2018,VA,bristol city,US Senator,1770.0,3427.0
961,2018,VA,brunswick,US Senator,3717.0,2394.0
962,2018,VA,buchanan,US Senator,1785.0,4095.0
963,2018,VA,buena vista city,US Senator,666.0,1047.0
964,2018,VA,campbell,US Senator,6305.0,15239.0
965,2018,VA,carroll,US Senator,2459.0,8042.0
966,2018,VA,charles city,US Senator,2131.0,1168.0
967,2018,VA,charlotte,US Senator,1871.0,2792.0
968,2018,VA,charlottesville city,US Senator,17641.0,2346.0
969,2018,VA,chesterfield,US Senator,83091.0,67835.0
970,2018,VA,colonial heights city,US Senator,2105.0,4183.0
971,2018,VA,covington city,US Senator,785.0,957.0
972,2018,VA,craig,US Senator,544.0,1615.0
973,2018,VA,culpeper,US Senator,8093.0,10913.0
974,2018,VA,danville city,US Senator,9418.0,5518.0
975,2018,VA,dickenson,US Senator,1524.0,2926.0
976,2018,VA,dinwiddie,US Senator,4865.0,5626.0
977,2018,VA,emporia city,US Senator,1163.0,608.0
978,2018,VA,essex,US Senator,2266.0,2115.0
979,2018,VA,fairfax,US Senator,340740.0,129095.0
980,2018,VA,fluvanna,US Senator,5981.0,5793.0
981,2018,VA,franklin city,US Senator,1894.0,1065.0
982,2018,VA,franklin,US Senator,6995.0,14849.0
983,2018,VA,frederick,US Senator,12885.0,20640.0
984,2018,VA,fredericksburg city,US Senator,6621.0,2832.0
985,2018,VA,galax city,US Senator,620.0,1198.0
986,2018,VA,goochland,US Senator,5443.0,7472.0
987,2018,VA,grayson,US Senator,1412.0,4249.0
988,2018,VA,greene,US Senator,3183.0,4749.0
989,2018,VA,greensville,US Senator,2109.0,1363.0
990,2018,VA,halifax,US Senator,5869.0,7691.0
991,2018,VA,hampton city,US Senator,37078.0,12696.0
992,2018,VA,harrisonburg city,US Senator,9234.0,4056.0
993,2018,VA,henry,US Senator,7061.0,11471.0
994,2018,VA,highland,US Senator,400.0,772.0
995,2018,VA,hopewell city,US Senator,3878.0,2894.0
996,2018,VA,isle of wight,US Senator,7357.0,9171.0
997,2018,VA,james city,US Senator,20146.0,17955.0
998,2018,VA,king william,US Senator,2675.0,4707.0
999,2018,VA,king and queen,US Senator,1318.0,1615.0
1000,2018,VA,lancaster,US Senator,2683.0,2947.0
1001,2018,VA,lee,US Senator,1671.0,5096.0
1002,2018,VA,lexington city,US Senator,1511.0,569.0
1003,2018,VA,loudoun,US Senator,106064.0,58369.0
1004,2018,VA,lunenburg,US Senator,1943.0,2480.0
1005,2018,VA,lynchburg city,US Senator,13582.0,12238.0
1006,2018,VA,madison,US Senator,2273.0,3655.0
1007,2018,VA,manassas park city,US Senator,3032.0,1260.0
1008,2018,VA,martinsville city,US Senator,2889.0,1566.0
1009,2018,VA,mathews,US Senator,1566.0,2791.0
1010,2018,VA,mecklenburg,US Senator,5149.0,6533.0
1011,2018,VA,middlesex,US Senator,2031.0,3014.0
1012,2018,VA,montgomery,US Senator,20109.0,14382.0
1013,2018,VA,nelson,US Senator,3808.0,3417.0
1014,2018,VA,new kent,US Senator,3736.0,6774.0
1015,2018,VA,newport news city,US Senator,39398.0,17891.0
1016,2018,VA,norfolk city,US Senator,50565.0,15603.0
1017,2018,VA,northampton,US Senator,2924.0,2124.0
1018,2018,VA,northumberland,US Senator,2631.0,3567.0
1019,2018,VA,nottoway,US Senator,2466.0,2775.0
1020,2018,VA,orange,US Senator,6148.0,8577.0
1021,2018,VA,page,US Senator,2356.0,5825.0
1022,2018,VA,patrick,US Senator,1633.0,4999.0
1023,2018,VA,pittsylvania,US Senator,8105.0,16923.0
1024,2018,VA,portsmouth city,US Senator,23985.0,8601.0
1025,2018,VA,prince george,US Senator,5475.0,7004.0
1026,2018,VA,prince william,US Senator,106449.0,54040.0
1027,2018,VA,pulaski,US Senator,4063.0,7835.0
1028,2018,VA,richmond city,US Senator,75485.0,11962.0
1029,2018,VA,richmond,US Senator,1191.0,1683.0
1030,2018,VA,roanoke,US Senator,17012.0,24194.0
1031,2018,VA,russell,US Senator,2471.0,6379.0
1032,2018,VA,salem city,US Senator,4116.0,5571.0
1033,2018,VA,scott,US Senator,1627.0,5824.0
1034,2018,VA,shenandoah,US Senator,5362.0,10836.0
1035,2018,VA,smyth,US Senator,2683.0,6864.0
1036,2018,VA,southampton,US Senator,3047.0,3869.0
1037,2018,VA,spotsylvania,US Senator,24554.0,26466.0
1038,2018,VA,stafford,US Senator,28536.0,26368.0
1039,2018,VA,staunton city,US Senator,5417.0,3937.0
1040,2018,VA,suffolk city,US Senator,21397.0,13397.0
1041,2018,VA,surry,US Senator,1997.0,1436.0
1042,2018,VA,sussex,US Senator,2258.0,1598.0
1043,2018,VA,tazewell,US Senator,2809.0,10428.0
1044,2018,VA,washington,US Senator,5825.0,14350.0
1045,2018,VA,westmoreland,US Senator,3448.0,3421.0
1046,2018,VA,williamsburg city,US Senator,4530.0,1547.0
1047,2018,VA,winchester city,US Senator,5242.0,3657.0
1048,2018,VA,wise,US Senator,2860.0,7991.0
1049,2018,VA,wythe,US Senator,2879.0,7669.0
1050,2018,VT,addison,US Senator,11964.0,4439.0
1051,2018,VT,caledonia,US Senator,6803.0,4296.0
1052,2018,VT,essex,US Senator,1059.0,976.0
1053,2018,VT,franklin,US Senator,10492.0,6782.0
1054,2018,VT,orange,US Senator,8097.0,3790.0
1055,2018,VT,orleans,US Senator,5571.0,3853.0
1056,2018,VT,rutland,US Senator,13585.0,9576.0
1057,2018,VT,washington,US Senator,19395.0,6517.0
1058,2018,VT,windham,US Senator,14386.0,3673.0
1059,2018,VT,windsor,US Senator,17354.0,6402.0
1060,2018,WA,adams,US Senator,1365.0,2867.0
1061,2018,WA,benton,US Senator,28187.0,46938.0
1062,2018,WA,chelan,US Senator,14787.0,18775.0
1063,2018,WA,clallam,US Senator,20036.0,19504.0
1064,2018,WA,clark,US Senator,102619.0,91153.0
1065,2018,WA,columbia,US Senator,731.0,1468.0
1066,2018,WA,cowlitz,US Senator,20485.0,23773.0
1067,2018,WA,douglas,US Senator,5390.0,9512.0
1068,2018,WA,ferry,US Senator,1329.0,2159.0
1069,2018,WA,franklin,US Senator,8983.0,13329.0
1070,2018,WA,garfield,US Senator,445.0,880.0
1071,2018,WA,grant,US Senator,8159.0,18333.0
1072,2018,WA,grays harbor,US Senator,13605.0,14851.0
1073,2018,WA,jefferson,US Senator,14331.0,6502.0
1074,2018,WA,king,US Senator,708654.0,247071.0
1075,2018,WA,kittitas,US Senator,8330.0,10996.0
1076,2018,WA,lewis,US Senator,11078.0,22793.0
1077,2018,WA,lincoln,US Senator,1604.0,3974.0
1078,2018,WA,mason,US Senator,13220.0,14416.0
1079,2018,WA,okanogan,US Senator,7231.0,9414.0
1080,2018,WA,pacific,US Senator,5527.0,5332.0
1081,2018,WA,pend oreille,US Senator,2477.0,4379.0
1082,2018,WA,pierce,US Senator,174097.0,152177.0
1083,2018,WA,san juan,US Senator,8016.0,3026.0
1084,2018,WA,skagit,US Senator,28122.0,26498.0
1085,2018,WA,snohomish,US Senator,184218.0,136749.0
1086,2018,WA,spokane,US Senator,112000.0,115508.0
1087,2018,WA,stevens,US Senator,7274.0,15296.0
1088,2018,WA,thurston,US Senator,72677.0,51472.0
1089,2018,WA,wahkiakum,US Senator,1082.0,1341.0
1090,2018,WA,walla walla,US Senator,11862.0,13731.0
1091,2018,WA,whatcom,US Senator,65043.0,43781.0
1092,2018,WA,yakima,US Senator,29476.0,40958.0
1093,2018,WI,adams,US Senator,4537.0,4854.0
1094,2018,WI,ashland,US Senator,4533.0,2351.0
1095,2018,WI,barron,US Senator,8571.0,9911.0
1096,2018,WI,bayfield,US Senator,5541.0,3233.0
1097,2018,WI,brown,US Senator,59132.0,55750.0
1098,2018,WI,calumet,US Senator,10741.0,12822.0
1099,2018,WI,chippewa,US Senator,13798.0,13830.0
1100,2018,WI,clark,US Senator,5084.0,6558.0
1101,2018,WI,columbia,US Senator,15230.0,11674.0
1102,2018,WI,crawford,US Senator,3852.0,2703.0
1103,2018,WI,dane,US Senator,228050.0,65515.0
1104,2018,WI,dodge,US Senator,16007.0,21482.0
1105,2018,WI,door,US Senator,9442.0,7494.0
1106,2018,WI,douglas,US Senator,11689.0,6925.0
1107,2018,WI,eau claire,US Senator,29614.0,18957.0
1108,2018,WI,florence,US Senator,729.0,1438.0
1109,2018,WI,forest,US Senator,1879.0,2062.0
1110,2018,WI,grant,US Senator,10554.0,8860.0
1111,2018,WI,green lake,US Senator,3222.0,4893.0
1112,2018,WI,iron,US Senator,1459.0,1605.0
1113,2018,WI,jackson,US Senator,4370.0,3611.0
1114,2018,WI,jefferson,US Senator,18055.0,19809.0
1115,2018,WI,juneau,US Senator,4658.0,5429.0
1116,2018,WI,kenosha,US Senator,38296.0,29181.0
1117,2018,WI,kewaunee,US Senator,4287.0,5158.0
1118,2018,WI,la crosse,US Senator,35731.0,21160.0
1119,2018,WI,lafayette,US Senator,0.0,0.0
1120,2018,WI,langlade,US Senator,3889.0,5239.0
1121,2018,WI,lincoln,US Senator,6463.0,6901.0
1122,2018,WI,manitowoc,US Senator,16541.0,18795.0
1123,2018,WI,marathon,US Senator,29084.0,32661.0
1124,2018,WI,marinette,US Senator,7520.0,9731.0
1125,2018,WI,menominee,US Senator,896.0,220.0
1126,2018,WI,milwaukee,US Senator,280426.0,111684.0
1127,2018,WI,monroe,US Senator,8151.0,8559.0
1128,2018,WI,oneida,US Senator,9338.0,10112.0
1129,2018,WI,outagamie,US Senator,41618.0,41354.0
1130,2018,WI,ozaukee,US Senator,21464.0,29480.0
1131,2018,WI,pepin,US Senator,1529.0,1578.0
1132,2018,WI,pierce,US Senator,9216.0,8247.0
1133,2018,WI,portage,US Senator,20170.0,14510.0
1134,2018,WI,racine,US Senator,45397.0,41213.0
1135,2018,WI,rock,US Senator,42616.0,25322.0
1136,2018,WI,rusk,US Senator,2654.0,3381.0
1137,2018,WI,sawyer,US Senator,3938.0,4159.0
1138,2018,WI,sheboygan,US Senator,24183.0,28667.0
1139,2018,WI,st. croix,US Senator,18765.0,21069.0
1140,2018,WI,taylor,US Senator,3028.0,5005.0
1141,2018,WI,walworth,US Senator,20299.0,24844.0
1142,2018,WI,washington,US Senator,23072.0,47102.0
1143,2018,WI,waukesha,US Senator,84147.0,136190.0
1144,2018,WI,waupaca,US Senator,9509.0,12792.0
1145,2018,WI,waushara,US Senator,4434.0,6106.0
1146,2018,WI,winnebago,US Senator,40185.0,35282.0
1147,2018,WI,wood,US Senator,15992.0,16899.0
1148,2018,WV,barbour,US Senator,2121.0,2562.0
1149,2018,WV,berkeley,US Senator,14508.0,18111.0
1150,2018,WV,boone,US Senator,3894.0,2710.0
1151,2018,WV,braxton,US Senator,2148.0,1887.0
1152,2018,WV,calhoun,US Senator,967.0,1065.0
1153,2018,WV,clay,US Senator,1141.0,1197.0
1154,2018,WV,doddridge,US Senator,746.0,1352.0
1155,2018,WV,fayette,US Senator,6502.0,5160.0
1156,2018,WV,gilmer,US Senator,944.0,929.0
1157,2018,WV,grant,US Senator,935.0,2820.0
1158,2018,WV,greenbrier,US Senator,6201.0,5563.0
1159,2018,WV,hardy,US Senator,1880.0,2467.0
1160,2018,WV,jackson,US Senator,4890.0,4964.0
1161,2018,WV,jefferson,US Senator,10666.0,9360.0
1162,2018,WV,kanawha,US Senator,39333.0,22527.0
1163,2018,WV,lewis,US Senator,2326.0,2879.0
1164,2018,WV,lincoln,US Senator,2899.0,2553.0
1165,2018,WV,marion,US Senator,10889.0,7280.0
1166,2018,WV,marshall,US Senator,5485.0,4868.0
1167,2018,WV,mason,US Senator,4270.0,3805.0
1168,2018,WV,mcdowell,US Senator,2222.0,2198.0
1169,2018,WV,mercer,US Senator,7430.0,10033.0
1170,2018,WV,mineral,US Senator,3108.0,5525.0
1171,2018,WV,monongalia,US Senator,18010.0,10918.0
1172,2018,WV,monroe,US Senator,2125.0,2644.0
1173,2018,WV,morgan,US Senator,2143.0,3783.0
1174,2018,WV,pendleton,US Senator,948.0,1478.0
1175,2018,WV,pocahontas,US Senator,1269.0,1411.0
1176,2018,WV,preston,US Senator,3686.0,5943.0
1177,2018,WV,raleigh,US Senator,10581.0,12620.0
1178,2018,WV,randolph,US Senator,4472.0,4017.0
1179,2018,WV,ritchie,US Senator,1082.0,1961.0
1180,2018,WV,roane,US Senator,2165.0,1899.0
1181,2018,WV,summers,US Senator,2069.0,1868.0
1182,2018,WV,taylor,US Senator,2376.0,2642.0
1183,2018,WV,tucker,US Senator,1469.0,1502.0
1184,2018,WV,tyler,US Senator,1065.0,1603.0
1185,2018,WV,upshur,US Senator,3102.0,4010.0
1186,2018,WV,wayne,US Senator,6395.0,5954.0
1187,2018,WV,wetzel,US Senator,2518.0,2135.0
1188,2018,WV,wood,US Senator,14189.0,13696.0
1189,2018,WV,wyoming,US Senator,2607.0,3096.0
1190,2018,WY,albany,US Senator,7576.0,6366.0
1191,2018,WY,campbell,US Senator,1628.0,11020.0
1192,2018,WY,carbon,US Senator,1359.0,3673.0
1193,2018,WY,converse,US Senator,834.0,3959.0
1194,2018,WY,fremont,US Senator,4734.0,9262.0
1195,2018,WY,goshen,US Senator,1020.0,3658.0
1196,2018,WY,johnson,US Senator,722.0,3085.0
1197,2018,WY,lincoln,US Senator,1152.0,5846.0
1198,2018,WY,natrona,US Senator,7285.0,16359.0
1199,2018,WY,niobrara,US Senator,144.0,980.0
1200,2018,WY,platte,US Senator,801.0,2850.0
1201,2018,WY,sublette,US Senator,668.0,2653.0
1202,2018,WY,sweetwater,US Senator,3943.0,8577.0
1203,2018,WY,uinta,US Senator,1371.0,4713.0
1204,2018,WY,washakie,US Senator,588.0,2423.0
